Key,English,Swedish
PROPQUEST_INC_150244,An Incident! 2,An Incident! 2
PROPQUEST_INC_150245,"It seems something has already slipped into the village. Our captain must have sensed it too—he’s ordered tighter security. But with so few guards, nobody can spare time to investigate.","It seems something has already slipped into the village. Our captain must have sensed it too—he’s ordered tighter security. But with so few guards, nobody can spare time to investigate."
PROPQUEST_INC_150246,"Could you go around and ask the villagers if they’ve noticed anything strange? Thank you, truly.","Could you go around and ask the villagers if they’ve noticed anything strange? Thank you, truly."
PROPQUEST_INC_150247,"Don’t worry about me, I’ll manage.","Don’t worry about me, I’ll manage."
PROPQUEST_INC_150248,"I’ve already given you the list, remember? Please look into it.","I’ve already given you the list, remember? Please look into it."
PROPQUEST_INC_150249,Have I noticed anything weird lately?,Have I noticed anything weird lately?
PROPQUEST_INC_150250,Meet with Rohan,Meet with Rohan
PROPQUEST_INC_150251,An Incident! 3,An Incident! 3
PROPQUEST_INC_150252,"Hmm… well, the air feels different.","Hmm… well, the air feels different."
PROPQUEST_INC_150253,"Only Myurang and adventurers live here, but I’ve caught a faint whiff of those wolf fiends. It was stronger near the southern outskirts. Maybe ask Artin? He’s a skilled hunter—he might have noticed more.","Only Myurang and adventurers live here, but I’ve caught a faint whiff of those wolf fiends. It was stronger near the southern outskirts. Maybe ask Artin? He’s a skilled hunter—he might have noticed more."
PROPQUEST_INC_150254,"Other than that? Hmm, let me think…","Other than that? Hmm, let me think…"
PROPQUEST_INC_150255,"If you’re looking for Artin, head farther south.","If you’re looking for Artin, head farther south."
PROPQUEST_INC_150256,Something strange lately? Hmm…,Something strange lately? Hmm…
PROPQUEST_INC_150257,Meet with Artin,Meet with Artin
PROPQUEST_INC_150258,An Incident! 4,An Incident! 4
PROPQUEST_INC_150259,"Oh, the wolf scent? I’m used to it from the forest, but… now that you mention it, yeah, I’ve noticed it too. sniff Hmm… will you believe me?","Oh, the wolf scent? I’m used to it from the forest, but… now that you mention it, yeah, I’ve noticed it too. sniff Hmm… will you believe me?"
PROPQUEST_INC_150260,"I know it sounds crazy, but… Belia smells like a wolf. Could you check on her for me? I… I just can’t do it myself.","I know it sounds crazy, but… Belia smells like a wolf. Could you check on her for me? I… I just can’t do it myself."
PROPQUEST_INC_150261,I don’t have the courage to see my friend turn out to be a traitor…,I don’t have the courage to see my friend turn out to be a traitor…
PROPQUEST_INC_150262,Belia… please…,Belia… please…
PROPQUEST_INC_150263,Huh? You’re saying I smell like what? What kind of nonsense is that?,Huh? You’re saying I smell like what? What kind of nonsense is that?
PROPQUEST_INC_150264,Meet with Belia,Meet with Belia
PROPQUEST_INC_150265,An Incident! 5,An Incident! 5
PROPQUEST_INC_150266,"(Lycan) Damn it… how did you figure it out? I thought I’d fooled all these clueless cats, thanks to the Scroll of Skrolls our god gave me.","(Lycan) Damn it… how did you figure it out? I thought I’d fooled all these clueless cats, thanks to the Scroll of Skrolls our god gave me."
PROPQUEST_INC_150267,(Lycan) You’ve ruined too many of our plans already. Don’t think you’ll get away so easily. We’ll meet again.,(Lycan) You’ve ruined too many of our plans already. Don’t think you’ll get away so easily. We’ll meet again.
PROPQUEST_INC_150268,(Lycan) You think we’d just let you walk away after uncovering our secret?,(Lycan) You think we’d just let you walk away after uncovering our secret?
PROPQUEST_INC_150269,"What… I don’t remember the past few days at all. Are you saying they did that to me? Adventurer, you saved me. Thank you so much.","What… I don’t remember the past few days at all. Are you saying they did that to me? Adventurer, you saved me. Thank you so much."
PROPQUEST_INC_150270,Magic disguises… I never thought they were real. Belia taught our children—who knows what would’ve happened if that Lycan had stayed hidden. Thank you. I’ll report this to the elder.,Magic disguises… I never thought they were real. Belia taught our children—who knows what would’ve happened if that Lycan had stayed hidden. Thank you. I’ll report this to the elder.
PROPQUEST_INC_150271,Obtain “Fragment of Scroll”,Obtain “Fragment of Scroll”
PROPQUEST_INC_150272,A Good Friend Is… 1,A Good Friend Is… 1
PROPQUEST_INC_150273,"Adventurer, do you have a moment? It’s about my daughter. Lately she’s been sneaking out of the village, and she refuses to tell us anything at home.","Adventurer, do you have a moment? It’s about my daughter. Lately she’s been sneaking out of the village, and she refuses to tell us anything at home."
PROPQUEST_INC_150274,"Could you check on her? I’d be relieved if it’s nothing, but something about this feels wrong. Please, I’m begging you.","Could you check on her? I’d be relieved if it’s nothing, but something about this feels wrong. Please, I’m begging you."
PROPQUEST_INC_150275,"If you’re too busy, I understand. Where could she have gone this time…","If you’re too busy, I understand. Where could she have gone this time…"
PROPQUEST_INC_150276,"I’m not sure where exactly, but it looks like she’s been going outside the village.","I’m not sure where exactly, but it looks like she’s been going outside the village."
PROPQUEST_INC_150277,My parents sent you?,My parents sent you?
PROPQUEST_INC_150278,Meet with Kaela,Meet with Kaela
PROPQUEST_INC_150279,A Good Friend Is… 2,A Good Friend Is… 2
PROPQUEST_INC_150280,"Ha, they barely know me better than some stranger, and now they suddenly care? Huh… Outside? Did I say something about that? No… I don’t remember.","Ha, they barely know me better than some stranger, and now they suddenly care? Huh… Outside? Did I say something about that? No… I don’t remember."
PROPQUEST_INC_150281,"Ugh, fine, whatever. Yeah, I’ve been hanging out with the wolves. The other kids here don’t get me, and this village is doomed sooner or later. What’s the point? If you want to drag me back, then deal with all my friends first.","Ugh, fine, whatever. Yeah, I’ve been hanging out with the wolves. The other kids here don’t get me, and this village is doomed sooner or later. What’s the point? If you want to drag me back, then deal with all my friends first."
PROPQUEST_INC_150282,Hah! Chickened out already?,Hah! Chickened out already?
PROPQUEST_INC_150283,"If you can’t do it, just pretend you never saw me and walk away.","If you can’t do it, just pretend you never saw me and walk away."
PROPQUEST_INC_150284,I-I’m sorry… Just… please don’t hurt me…,I-I’m sorry… Just… please don’t hurt me…
PROPQUEST_INC_150285,Kill 5 Captain Kyouchish and obtain 1 “Lycan Orders”,Kill 5 Captain Kyouchish and obtain 1 “Lycan Orders”
PROPQUEST_INC_150286,A Good Friend Is… 3,A Good Friend Is… 3
PROPQUEST_INC_150287,W-What? I said I was wrong already. What now? You want me to read this?,W-What? I said I was wrong already. What now? You want me to read this?
PROPQUEST_INC_150288,"Fine, hand it over.","Fine, hand it over."
PROPQUEST_INC_150289,What do you want now?,What do you want now?
PROPQUEST_INC_150290,"Alright, alright, I’m reading it.","Alright, alright, I’m reading it."
PROPQUEST_INC_150291,"“Find a foolish child, play along, and turn them into a perfect puppet to sow chaos in the village.” So I was just a piece in their stupid game…? Ugh… I can’t believe I fell for it. You want me to go home and apologize to my parents? Tch, I already know that much.","“Find a foolish child, play along, and turn them into a perfect puppet to sow chaos in the village.” So I was just a piece in their stupid game…? Ugh… I can’t believe I fell for it. You want me to go home and apologize to my parents? Tch, I already know that much."
PROPQUEST_INC_150292,Bring “Lycan Orders” to Kaela,Bring “Lycan Orders” to Kaela
PROPQUEST_INC_150293,New Survivor of the Expedition? 1,New Survivor of the Expedition? 1
PROPQUEST_INC_150294,"Oh, adventurer, do you have a moment? You’re looking for traces of the vanished expedition, right?","Oh, adventurer, do you have a moment? You’re looking for traces of the vanished expedition, right?"
